date,datetime,narrow_bands,open,close,trend,call_strike,put_strike,call_p,put_p,c_dist_p,p_dist_p,final_signal,temp_signal,high,low,volume,wap,count,SMA5,SMA50,RSI,ATR,ATR_percent,ATR_up,ATR_down,MACD,MACDSignal,MACDHist,bb_up,bb_mid,bb_low,band_width,tech_signal,minutes_since_open,remaining_intervals,SellCall_profit,SellPut_profit,SellIronCondor_profit,day,day_high,day_low,day_high_remaining_2,day_low_remaining_2,new_day,day_group,day_high_remaining,day_low_remaining,date_num,x
20250128 19:05:00 Europe/Berlin,2025-01-28 19:05:00+01:00,False,6063.26,6063.42,UP,6105.0,6020.0,0.8456,0.856,0.69,0.72,StrategyEnum.Hold,StrategyEnum.Hold,6065.74,6063.05,0,0,284,6060.06,,68.34,5.1,0.084033376407412,6068.515296551763,6058.324703448237,7.045702581057412,7.561654684716938,-0.5159521036595258,6070.07,6052.74,6035.41,34.7,StrategyEnum.Hold,215,35,,,,43,6065.74,6063.05,6065.74,6063.05,False,0,6074.54,6053.6,2025-01-28 19:05,43
20250128 19:10:00 Europe/Berlin,2025-01-28 19:10:00+01:00,False,6063.54,6065.91,UP,6110.0,6025.0,0.8631,0.8451,0.73,0.67,StrategyEnum.Hold,StrategyEnum.Hold,6066.02,6063.15,0,0,278,6062.06,,70.42,4.94,0.08137850377049859,6070.846346798065,6060.973653201935,7.158017560352164,7.480927259843983,-0.32290969949181925,6070.9,6054.16,6037.42,33.5,StrategyEnum.Hold,220,34,,,,44,6066.02,6063.15,6066.02,6063.15,False,0,6074.54,6053.6,2025-01-28 19:10,44
20250128 19:15:00 Europe/Berlin,2025-01-28 19:15:00+01:00,False,6065.86,6068.72,UP,6110.0,6025.0,0.8507,0.8646,0.68,0.72,StrategyEnum.Hold,StrategyEnum.Hold,6068.72,6065.86,0,0,287,6064.12,,72.6,4.79,0.07889697189010232,6073.508036312489,6063.931963687512,7.38860032122102,7.46246187211939,-0.07386155089837043,6072.13,6055.61,6039.09,33.0,StrategyEnum.Hold,225,33,,,,45,6068.72,6065.86,6068.72,6065.86,False,0,6074.54,6053.6,2025-01-28 19:15,45
20250128 19:20:00 Europe/Berlin,2025-01-28 19:20:00+01:00,False,6068.79,6064.92,DOWN,6105.0,6025.0,0.8475,0.8465,0.66,0.66,StrategyEnum.Hold,StrategyEnum.Hold,6068.79,6063.57,0,0,277,6065.23,,65.55,4.82,0.07945514304553009,6069.738890861597,6060.101109138403,7.181921853853055,7.406353868466123,-0.22443201461306828,6071.45,6057.04,6042.62,28.8,StrategyEnum.Hold,230,32,,,,46,6068.79,6063.57,6068.79,6063.57,False,0,6074.54,6053.6,2025-01-28 19:20,46
20250128 19:25:00 Europe/Berlin,2025-01-28 19:25:00+01:00,True,6064.74,6062.75,DOWN,6105.0,6020.0,0.8641,0.8669,0.7,0.71,StrategyEnum.Hold,StrategyEnum.Hold,6065.22,6061.62,0,0,286,6065.14,,61.86,4.73,0.07804753995506622,6067.481827228626,6058.018172771374,6.765043603306367,7.278091815434172,-0.5130482121278046,6070.9,6058.08,6045.26,25.6,StrategyEnum.Hold,235,31,,,,47,6065.22,6061.62,6065.22,6061.62,False,0,6074.54,6053.6,2025-01-28 19:25,47
20250128 19:30:00 Europe/Berlin,2025-01-28 19:30:00+01:00,True,6062.68,6064.69,DOWN,6105.0,6025.0,0.8567,0.8529,0.66,0.65,StrategyEnum.Hold,StrategyEnum.Hold,6065.42,6062.53,0,0,287,6065.4,,63.82,4.6,0.07585331057097423,6069.290268140867,6060.089731859132,6.516092910105726,7.125692034368482,-0.6095991242627559,6069.79,6059.25,6048.71,21.1,StrategyEnum.Hold,240,30,,,,48,6065.42,6062.53,6065.42,6062.53,False,0,6074.54,6053.6,2025-01-28 19:30,48
20250128 19:35:00 Europe/Berlin,2025-01-28 19:35:00+01:00,True,6064.75,6060.41,DOWN,6100.0,6020.0,0.8566,0.8614999999999999,0.65,0.67,StrategyEnum.Hold,StrategyEnum.Hold,6065.4,6060.34,0,0,289,6064.3,6044.82,56.87,4.63,0.07644872427451055,6065.0431061308045,6055.776893869195,5.905364100217412,6.8816264475382685,-0.9762623473208567,6068.73,6059.94,6051.15,17.6,StrategyEnum.Hold,245,29,,,,49,6065.4,6060.34,6065.4,6060.34,False,0,6074.54,6053.6,2025-01-28 19:35,49
20250128 19:40:00 Europe/Berlin,2025-01-28 19:40:00+01:00,True,6060.38,6059.63,DOWN,6100.0,6020.0,0.8655,0.8611,0.67,0.65,StrategyEnum.Hold,StrategyEnum.Hold,6060.38,6056.46,0,0,287,6062.48,6045.67,55.68,4.58,0.07565334576116628,6064.2143128357475,6055.045687164253,5.297353048594232,6.564771767749461,-1.2674187191552289,6067.69,6060.48,6053.26,14.4,StrategyEnum.Hold,250,28,,,,50,6060.38,6056.46,6060.38,6056.46,False,0,6074.54,6053.6,2025-01-28 19:40,50
20250128 19:45:00 Europe/Berlin,2025-01-28 19:45:00+01:00,True,6059.53,6060.41,DOWN,6100.0,6020.0,0.8652,0.8701,0.65,0.67,StrategyEnum.Hold,StrategyEnum.Hold,6060.92,6057.24,0,0,287,6061.58,6046.66,56.65,4.52,0.07457777711021905,6064.929719061765,6055.890280938234,4.8228446400735265,6.216386342214274,-1.3935417021407472,6067.56,6060.72,6053.89,13.7,StrategyEnum.Hold,255,27,,,,51,6060.92,6057.24,6060.92,6057.24,False,0,6074.54,6053.6,2025-01-28 19:45,51
20250128 19:50:00 Europe/Berlin,2025-01-28 19:50:00+01:00,True,6060.5,6060.39,DOWN,6100.0,6025.0,0.8698,0.8427,0.65,0.58,StrategyEnum.Hold,StrategyEnum.Hold,6062.42,6060.22,0,0,280,6061.11,6047.79,56.62,4.35,0.07184397114819151,6064.7440248430685,6056.035975156932,4.3945221588664936,5.8520135055447176,-1.457491346678224,6067.47,6060.92,6054.37,13.1,StrategyEnum.Hold,260,26,,,,52,6062.42,6060.22,6062.42,6060.22,False,0,6074.54,6053.6,2025-01-28 19:50,52
20250128 19:55:00 Europe/Berlin,2025-01-28 19:55:00+01:00,True,6060.11,6058.77,DOWN,6095.0,6020.0,0.8531,0.8694,0.6,0.64,StrategyEnum.Hold,StrategyEnum.Hold,6060.22,6057.71,0,0,289,6059.92,6048.96,53.76,4.23,0.0698896251217925,6063.004451639992,6054.535548360009,3.8796310734896906,5.457537019133712,-1.5779059456440212,6067.46,6060.94,6054.42,13.0,StrategyEnum.Hold,265,25,,,,53,6060.22,6057.71,6060.22,6057.71,False,0,6074.54,6053.6,2025-01-28 19:55,53
20250128 20:00:00 Europe/Berlin,2025-01-28 20:00:00+01:00,True,6058.8,6055.76,DOWN,6090.0,6020.0,0.8445,0.855,0.57,0.59,StrategyEnum.Hold,StrategyEnum.Hold,6059.7,6055.76,0,0,289,6058.99,6049.93,48.84,4.21,0.06957705358191535,6059.973419379992,6051.546580620008,3.191900096929203,5.00440963469281,-1.8125095377636073,6067.63,6060.76,6053.89,13.7,StrategyEnum.Hold,270,24,,,,54,6059.7,6055.76,6059.7,6055.76,False,0,6074.54,6053.6,2025-01-28 20:00,54
20250128 20:05:00 Europe/Berlin,2025-01-28 20:05:00+01:00,True,6055.77,6055.11,DOWN,6090.0,6020.0,0.8543,0.8558,0.58,0.58,StrategyEnum.Hold,StrategyEnum.Hold,6057.1,6054.51,0,0,282,6058.09,6050.8,47.82,4.1,0.0676694701310118,6059.207460852849,6051.01253914715,2.564852749516831,4.516498257657615,-1.9516455081407837,6067.83,6060.61,6053.38,14.4,StrategyEnum.Hold,275,23,,,,55,6057.1,6054.51,6057.1,6054.51,False,0,6074.54,6053.6,2025-01-28 20:05,55
20250128 20:10:00 Europe/Berlin,2025-01-28 20:10:00+01:00,True,6054.96,6055.33,DOWN,6090.0,6020.0,0.8581,0.8626,0.57,0.58,StrategyEnum.Hold,StrategyEnum.Hold,6055.41,6053.6,0,0,281,6057.07,6051.39,48.21,3.93,0.06496872659181285,6059.264070791932,6051.395929208068,2.0618971041130862,4.025578026948709,-1.9636809228356231,6067.96,6060.38,6052.8,15.2,StrategyEnum.Hold,280,22,,,,56,6055.41,6053.6,6055.41,6053.6,False,0,6074.54,6053.6,2025-01-28 20:10,56
20250128 20:15:00 Europe/Berlin,2025-01-28 20:15:00+01:00,True,6055.28,6059.16,UP,6095.0,6025.0,0.8714,0.86,0.59,0.56,StrategyEnum.Hold,StrategyEnum.Hold,6059.95,6054.71,0,0,288,6056.83,6052.16,54.63,4.03,0.06646715798313871,6063.187351449651,6055.132648550349,1.949873198408568,3.610437061240681,-1.660563862832113,6067.97,6060.41,6052.86,15.1,StrategyEnum.Hold,285,21,,,,57,6059.95,6054.71,6059.95,6054.71,False,0,6074.54,6054.71,2025-01-28 20:15,57
20250128 20:20:00 Europe/Berlin,2025-01-28 20:20:00+01:00,True,6059.06,6060.67,UP,6095.0,6025.0,0.8669,0.876,0.57,0.59,StrategyEnum.Hold,StrategyEnum.Hold,6061.32,6058.76,0,0,282,6057.21,6052.77,56.9,3.92,0.06472123761595476,6064.592540631819,6056.747459368181,1.9603402443854065,3.280417697869626,-1.3200774534842195,6067.92,6060.65,6053.37,14.6,StrategyEnum.Hold,290,20,,,,58,6061.32,6058.76,6061.32,6058.76,False,0,6074.54,6058.76,2025-01-28 20:20,58
20250128 20:25:00 Europe/Berlin,2025-01-28 20:25:00+01:00,True,6060.57,6061.66,UP,6095.0,6030.0,0.866,0.8536,0.55,0.52,StrategyEnum.Hold,StrategyEnum.Hold,6062.74,6059.46,0,0,287,6058.39,6053.36,58.37,3.88,0.06395351887772051,6065.5366448724035,6057.783355127596,2.0251752206413585,3.0293692024239727,-1.0041939817826142,6067.89,6060.93,6053.98,13.9,StrategyEnum.Hold,295,19,,,,59,6062.74,6059.46,6062.74,6059.46,False,0,6074.54,6059.46,2025-01-28 20:25,59
20250128 20:30:00 Europe/Berlin,2025-01-28 20:30:00+01:00,True,6061.6,6064.9,UP,6095.0,6035.0,0.8478,0.8462000000000001,0.5,0.49,StrategyEnum.Hold,StrategyEnum.Hold,6065.62,6061.6,0,0,272,6060.34,6053.84,62.84,3.89,0.0640881881708585,6068.786884524374,6061.013115475625,2.3113544730285867,2.8857662565448954,-0.5744117835163087,6068.32,6061.26,6054.2,14.1,StrategyEnum.Hold,300,18,,,,60,6065.62,6061.6,6065.62,6061.6,False,0,6074.54,6061.6,2025-01-28 20:30,60
20250128 20:35:00 Europe/Berlin,2025-01-28 20:35:00+01:00,True,6064.78,6066.78,UP,6100.0,6035.0,0.8782,0.8677,0.55,0.52,StrategyEnum.Hold,StrategyEnum.Hold,6067.5,6064.78,0,0,280,6062.63,6054.25,65.17,3.8,0.06269447103366603,6070.583535629776,6062.976464370224,2.659200275063995,2.8404530602487155,-0.18125278518472054,6069.02,6061.63,6054.24,14.8,StrategyEnum.Hold,305,17,,,,61,6067.5,6064.78,6067.5,6064.78,False,0,6074.54,6064.49,2025-01-28 20:35,61
20250128 20:40:00 Europe/Berlin,2025-01-28 20:40:00+01:00,True,6066.88,6069.25,UP,6100.0,6040.0,0.8669,0.8549,0.51,0.48,StrategyEnum.Hold,StrategyEnum.Hold,6069.94,6066.88,0,0,285,6064.65,6054.84,68.01,3.76,0.061911583788407644,6073.0075687990775,6065.4924312009225,3.0984617977401285,2.892054807746998,0.20640698999313045,6070.02,6061.93,6053.84,16.2,StrategyEnum.Hold,310,16,,,,62,6069.94,6066.88,6069.94,6066.88,False,0,6074.54,6064.49,2025-01-28 20:40,62
20250128 20:45:00 Europe/Berlin,2025-01-28 20:45:00+01:00,True,6069.17,6071.91,UP,6100.0,6045.0,0.8528,0.8425,0.46,0.44,StrategyEnum.Hold,StrategyEnum.Hold,6072.53,6069.17,0,0,289,6066.9,6055.37,70.78,3.73,0.06141677046786263,6075.639171027715,6068.180828972285,3.6194961896062523,3.037543084118849,0.5819531054874032,6071.53,6062.36,6053.18,18.3,StrategyEnum.Hold,315,15,,,,63,6072.53,6069.17,6072.53,6069.17,False,0,6074.54,6064.49,2025-01-28 20:45,63
20250128 20:50:00 Europe/Berlin,2025-01-28 20:50:00+01:00,True,6071.84,6072.79,UP,6100.0,6045.0,0.8535,0.8585,0.45,0.46,StrategyEnum.Hold,StrategyEnum.Hold,6072.79,6069.96,0,0,281,6069.13,6055.94,71.65,3.66,0.060350259530389416,6076.454944525735,6069.125055474265,4.056665628366318,3.2413675929683428,0.8152980353979751,6072.85,6062.7,6052.55,20.3,StrategyEnum.Hold,320,14,,,,64,6072.79,6069.96,6072.79,6069.96,False,0,6074.54,6064.49,2025-01-28 20:50,64
20250128 20:55:00 Europe/Berlin,2025-01-28 20:55:00+01:00,True,6072.82,6072.4,UP,6100.0,6045.0,0.8658,0.8641,0.45,0.45,StrategyEnum.Hold,StrategyEnum.Hold,6073.91,6071.72,0,0,285,6070.63,6056.45,70.65,3.56,0.05861918426529586,6075.959591345326,6068.840408654673,4.321836378068838,3.4574613499884417,0.8643750280803961,6073.58,6062.88,6052.19,21.4,StrategyEnum.Hold,325,13,,,,65,6073.91,6071.72,6073.91,6071.72,False,0,6074.54,6064.49,2025-01-28 20:55,65
20250128 21:00:00 Europe/Berlin,2025-01-28 21:00:00+01:00,True,6072.29,6069.58,DOWN,6095.0,6045.0,0.8558,0.8476,0.42,0.4,StrategyEnum.Hold,StrategyEnum.Hold,6072.29,6068.02,0,0,286,6071.19,6056.94,63.67,3.62,0.059611900057611585,6073.198191963516,6065.9618080364835,4.255382277373428,3.617045535465439,0.6383367419079891,6074.18,6063.12,6052.06,22.1,StrategyEnum.Hold,330,12,,,,66,6072.29,6068.02,6072.29,6068.02,False,0,6074.54,6064.49,2025-01-28 21:00,66
20250128 21:05:00 Europe/Berlin,2025-01-28 21:05:00+01:00,True,6069.52,6069.25,DOWN,6095.0,6045.0,0.8693,0.8549,0.42,0.4,StrategyEnum.Hold,StrategyEnum.Hold,6069.99,6067.25,0,0,286,6071.19,6057.3,62.89,3.56,0.058581603429133905,6072.805463966122,6065.694536033878,4.128497927514218,3.719336013875195,0.40916191363902277,6074.82,6063.44,6052.07,22.8,StrategyEnum.Hold,335,11,,,,67,6069.99,6067.25,6069.99,6067.25,False,0,6074.54,6064.49,2025-01-28 21:05,67
20250128 21:10:00 Europe/Berlin,2025-01-28 21:10:00+01:00,True,6069.22,6070.34,DOWN,6095.0,6045.0,0.8703,0.8768,0.41,0.42,StrategyEnum.Hold,StrategyEnum.Hold,6071.05,6068.42,0,0,282,6070.87,6057.68,64.44,3.49,0.05748210803865932,6073.829359397114,6066.850640602886,4.068990269618553,3.7892668650238663,0.27972340459468636,6075.48,6063.72,6051.97,23.5,StrategyEnum.Hold,340,10,,,,68,6071.05,6068.42,6071.05,6068.42,False,0,6074.54,6064.49,2025-01-28 21:10,68
20250128 21:15:00 Europe/Berlin,2025-01-28 21:15:00+01:00,True,6070.29,6073.77,UP,6095.0,6050.0,0.8468,0.874,0.35,0.39,StrategyEnum.Hold,StrategyEnum.Hold,6074.14,6069.71,0,0,283,6071.07,6058.09,68.86,3.56,0.0585558559445918,6077.326548011606,6070.213451988395,4.249615434860971,3.881336578991287,0.3682788558696837,6076.82,6064.39,6051.97,24.8,StrategyEnum.Hold,345,9,,,,69,6074.14,6069.71,6074.14,6069.71,False,0,6074.54,6064.49,2025-01-28 21:15,69
20250128 21:20:00 Europe/Berlin,2025-01-28 21:20:00+01:00,True,6073.69,6074.19,UP,6095.0,6050.0,0.8562,0.8918,0.34,0.4,StrategyEnum.Hold,StrategyEnum.Hold,6074.54,6073.13,0,0,283,6071.43,6058.56,69.37,3.4,0.0560276045634723,6077.5932231536335,6070.786776846366,4.37620648529537,3.9803105602521036,0.3958959250432663,6078.04,6065.12,6052.2,25.8,StrategyEnum.Hold,350,8,,,,70,6074.54,6073.13,6074.54,6073.13,False,0,6074.54,6064.49,2025-01-28 21:20,70
20250128 21:25:00 Europe/Berlin,2025-01-28 21:25:00+01:00,True,6073.83,6071.94,UP,6095.0,6050.0,0.8962,0.8847,0.38,0.36,StrategyEnum.Hold,StrategyEnum.Hold,6073.83,6071.2,0,0,285,6071.9,6059.04,63.46,3.37,0.05556226204621057,6075.313707214088,6068.566292785911,4.246029029249257,4.033454254051534,0.21257477519772294,6078.76,6065.7,6052.64,26.1,StrategyEnum.Hold,355,7,,,,71,6073.83,6071.2,6073.83,6071.2,False,0,6073.83,6064.49,2025-01-28 21:25,71
20250128 21:30:00 Europe/Berlin,2025-01-28 21:30:00+01:00,True,6072.03,6071.8,DOWN,6090.0,6050.0,0.8587,0.9009,0.3,0.36,StrategyEnum.Hold,StrategyEnum.Hold,6072.99,6070.04,0,0,282,6072.41,6059.66,63.1,3.34,0.055065094586157826,6075.143442413082,6068.456557586918,4.084482258509524,4.043659854943132,0.04082240356639222,6079.35,6066.27,6053.19,26.2,StrategyEnum.Hold,360,6,,,,72,6072.99,6070.04,6072.99,6070.04,False,0,6073.16,6064.49,2025-01-28 21:30,72
20250128 21:35:00 Europe/Berlin,2025-01-28 21:35:00+01:00,True,6071.79,6069.24,DOWN,6085.0,6050.0,0.846,0.8934,0.26,0.32,StrategyEnum.Hold,StrategyEnum.Hold,6071.82,6067.99,0,0,289,6072.19,6060.34,56.76,3.38,0.05566094809949167,6072.618196526433,6065.861803473566,3.707150945155263,3.9763580729855583,-0.26920712783029543,6079.46,6066.79,6054.12,25.3,StrategyEnum.Hold,365,5,,,,73,6071.82,6067.99,6071.82,6067.99,False,0,6073.16,6064.49,2025-01-28 21:35,73
20250128 21:40:00 Europe/Berlin,2025-01-28 21:40:00+01:00,True,6069.26,6073.03,UP,6090.0,6055.0,0.89,0.9038,0.28,0.3,StrategyEnum.Hold,StrategyEnum.Hold,6073.03,6069.25,0,0,274,6072.04,6061.06,62.73,3.41,0.05611055865457206,6076.43761106026,6069.62238893974,3.671610446714112,3.915408547731269,-0.24379810101715682,6079.53,6067.66,6055.78,23.8,StrategyEnum.Hold,370,4,,,,74,6073.03,6069.25,6073.03,6069.25,False,0,6073.16,6064.49,2025-01-28 21:40,74
20250128 21:45:00 Europe/Berlin,2025-01-28 21:45:00+01:00,True,6073.07,6067.38,DOWN,6080.0,6055.0,0.8541,0.8495,0.21,0.2,StrategyEnum.Hold,StrategyEnum.Hold,6073.16,6066.25,0,0,285,6070.68,6061.61,51.35,3.66,0.06028601634993393,6071.037781698813,6063.722218301187,3.1512113616481656,3.762569110514648,-0.6113577488664825,6078.66,6068.27,6057.88,20.8,StrategyEnum.Hold,375,3,,,,75,6073.16,6066.25,6073.16,6066.25,False,0,6073.16,6064.49,2025-01-28 21:45,75
20250128 21:50:00 Europe/Berlin,2025-01-28 21:50:00+01:00,True,6067.28,6071.6,UP,6085.0,6060.0,0.9147,0.8822,0.22,0.19,StrategyEnum.Hold,StrategyEnum.Hold,6071.71,6064.49,0,0,289,6070.61,6062.31,57.55,3.91,0.06443484193924445,6075.512225863184,6067.687774136817,3.0442182168044383,3.6188989317726064,-0.5746807149681681,6077.69,6069.08,6060.48,17.2,StrategyEnum.Hold,380,2,,,,76,6071.71,6064.49,6071.71,6064.49,False,0,6071.71,6064.49,2025-01-28 21:50,76
20250128 21:55:00 Europe/Berlin,2025-01-28 21:55:00+01:00,True,6071.51,6066.96,DOWN,6075.0,6060.0,0.8777,0.8431,0.13,0.11,StrategyEnum.Hold,StrategyEnum.Hold,6071.51,6064.86,0,0,294,6069.64,6062.81,50.01,4.11,0.06781336501474715,6071.074209730099,6062.845790269901,2.555557283189046,3.4062306020558943,-0.8506733188668485,6076.86,6069.47,6062.08,14.8,StrategyEnum.Hold,385,1,,,,77,6071.51,6051.97,6071.51,6051.97,False,0,6071.51,6064.86,2025-01-28 21:55,77
20250129 15:30:00 Europe/Berlin,2025-01-29 15:30:00+01:00,True,6057.7,6052.71,DOWN,6115.0,5990.0,0.8469,0.8485,1.03,1.04,StrategyEnum.Hold,StrategyEnum.Hold,6061.26,6051.97,0,0,297,6066.34,6063.04,34.89,4.89,0.08080763645101939,6057.601051892235,6047.818948107765,1.0068279786964922,2.926350077384014,-1.9195220986875219,6078.81,6069.07,6059.34,19.5,StrategyEnum.Hold,0,78,,,,77,6071.51,6051.97,6061.26,6051.97,True,1,6062.83,6012.96,2025-01-29 15:30,78
20250129 15:35:00 Europe/Berlin,2025-01-29 15:35:00+01:00,True,6053.08,6053.56,DOWN,6115.0,5990.0,0.8451,0.8533,1.01,1.05,StrategyEnum.Hold,StrategyEnum.Hold,6055.12,6048.94,0,0,295,6062.44,6063.18,36.13,4.98,0.08231717558292584,6058.543119614218,6048.576880385783,-0.15023148184627644,2.311033765537956,-2.4612652473842322,6080.12,6068.67,6057.21,22.9,StrategyEnum.Hold,5,77,,,,78,6055.12,6048.94,6055.12,6048.94,False,1,6062.83,6012.96,2025-01-29 15:35,79
20250129 15:40:00 Europe/Berlin,2025-01-29 15:40:00+01:00,False,6053.81,6048.08,DOWN,6110.0,5985.0,0.8487,0.8532,1.02,1.04,StrategyEnum.Hold,StrategyEnum.SellPut,6055.76,6046.02,0,0,296,6058.58,6063.16,31.91,5.32,0.08800969538482901,6053.402896784631,6042.757103215369,-1.4921985066948764,1.5503873110913893,-3.0425858177862657,6082.33,6067.83,6053.33,29.0,StrategyEnum.SellPut,10,76,,,,79,6055.76,6046.02,6055.76,6046.02,False,1,6062.83,6012.96,2025-01-29 15:40,80
20250129 15:45:00 Europe/Berlin,2025-01-29 15:45:00+01:00,False,6047.9,6048.71,DOWN,6110.0,5985.0,0.8478,0.8572,1.01,1.05,StrategyEnum.Hold,StrategyEnum.SellPut,6053.49,6045.84,0,0,296,6054.0,6063.03,32.88,5.49,0.09074858015794113,6054.199118442872,6043.220881557128,-2.476335651442241,0.7450427185846631,-3.2213783700269043,6083.66,6066.92,6050.19,33.5,StrategyEnum.SellPut,15,75,,,,80,6053.49,6045.84,6053.49,6045.84,False,1,6062.83,6012.96,2025-01-29 15:45,81
20250129 15:50:00 Europe/Berlin,2025-01-29 15:50:00+01:00,False,6048.88,6054.57,UP,6115.0,5995.0,0.8458,0.8424,1.0,0.98,StrategyEnum.SellPut,StrategyEnum.Hold,6056.26,6047.47,0,0,294,6051.53,6062.99,41.27,5.72,0.09455495100315979,6060.294895696952,6048.845104303047,-2.7516985352021948,0.045694467827291474,-2.7973930030294865,6083.72,6066.19,6048.66,35.1,StrategyEnum.Hold,20,74,,True,,81,6056.26,6047.47,6056.26,6047.47,False,1,6062.83,6012.96,2025-01-29 15:50,82
20250129 15:55:00 Europe/Berlin,2025-01-29 15:55:00+01:00,False,6054.65,6054.06,UP,6115.0,5995.0,0.8495,0.8419,1.01,0.98,StrategyEnum.Hold,StrategyEnum.Hold,6056.98,6051.27,0,0,294,6051.8,6062.91,40.79,5.72,0.09454534178052801,6059.783831718599,6048.336168281402,-2.97676405911443,-0.5587972375610529,-2.417966821553377,6083.38,6065.3,6047.22,36.2,StrategyEnum.Hold,25,73,,,,82,6056.98,6051.27,6056.98,6051.27,False,1,6062.83,6012.96,2025-01-29 15:55,83
20250129 16:00:00 Europe/Berlin,2025-01-29 16:00:00+01:00,False,6054.93,6056.95,UP,6120.0,5995.0,0.8593,0.855,1.04,1.02,StrategyEnum.Hold,StrategyEnum.Hold,6059.35,6053.22,0,0,296,6052.47,6062.86,44.7,5.75,0.09497921790172228,6062.702843738698,6051.197156261302,-2.888632899112963,-1.024764369871435,-1.863868529241528,6082.59,6064.51,6046.42,36.2,StrategyEnum.Hold,30,72,,,,83,6059.35,6053.22,6059.35,6053.22,False,1,6062.83,6012.96,2025-01-29 16:00,84
20250129 16:05:00 Europe/Berlin,2025-01-29 16:05:00+01:00,False,6057.01,6061.27,UP,6120.0,6000.0,0.8437,0.8539,0.97,1.01,StrategyEnum.Hold,StrategyEnum.Hold,6062.83,6056.47,0,0,293,6055.11,6062.92,50.01,5.8,0.09562702277042652,6067.066212043077,6055.473787956924,-2.442049991429485,-1.308221494183045,-1.13382849724644,6081.71,6063.95,6046.19,35.5,StrategyEnum.Hold,35,71,,,,84,6062.83,6056.47,6062.83,6056.47,False,1,6062.83,6012.96,2025-01-29 16:05,85
20250129 16:10:00 Europe/Berlin,2025-01-29 16:10:00+01:00,False,6061.34,6054.96,DOWN,6115.0,5995.0,0.851,0.8506,0.99,0.99,StrategyEnum.Hold,StrategyEnum.Hold,6061.34,6049.23,0,0,294,6056.36,6062.82,43.44,6.25,0.1031748665084988,6061.207196897143,6048.712803102857,-2.5676952917756353,-1.5601162537015631,-1.0075790380740721,6081.2,6063.22,6045.24,36.0,StrategyEnum.Hold,40,70,,,,85,6061.34,6049.23,6061.34,6049.23,False,1,6061.34,6012.96,2025-01-29 16:10,86
20250129 16:15:00 Europe/Berlin,2025-01-29 16:15:00+01:00,False,6054.85,6054.43,DOWN,6115.0,5995.0,0.8548,0.8502000000000001,1.0,0.98,StrategyEnum.Hold,StrategyEnum.Hold,6056.93,6051.05,0,0,289,6056.33,6062.74,42.93,6.22,0.10275068912097551,6060.6509685473475,6048.209031452653,-2.679153059377313,-1.7839236148367132,-0.8952294445405999,6080.62,6062.48,6044.33,36.3,StrategyEnum.Hold,45,69,,,,86,6056.93,6051.05,6056.93,6051.05,False,1,6059.14,6012.96,2025-01-29 16:15,87
20250129 16:20:00 Europe/Berlin,2025-01-29 16:20:00+01:00,False,6054.45,6056.34,DOWN,6115.0,5995.0,0.8488,0.8596,0.97,1.01,StrategyEnum.Hold,StrategyEnum.Hold,6059.14,6052.16,0,0,292,6056.79,6062.75,45.42,6.28,0.10361348734845574,6062.61518507968,6050.064814920321,-2.5835811900115004,-1.9438551298716706,-0.6397260601398298,6079.73,6061.78,6043.82,35.9,StrategyEnum.Hold,50,68,,,,87,6059.14,6052.16,6059.14,6052.16,False,1,6059.14,6012.96,2025-01-29 16:20,88
20250129 16:25:00 Europe/Berlin,2025-01-29 16:25:00+01:00,False,6055.98,6050.67,DOWN,6110.0,5990.0,0.8535,0.8589,0.98,1.0,StrategyEnum.Hold,StrategyEnum.Hold,6056.46,6048.42,0,0,294,6055.53,6062.64,39.87,6.4,0.10579395816122487,6057.071243288274,6044.268756711726,-2.931568116406197,-2.141397727178576,-0.7901703892276211,6078.31,6060.62,6042.93,35.4,StrategyEnum.Hold,55,67,,,,88,6056.46,6048.42,6056.46,6048.42,False,1,6057.27,6012.96,2025-01-29 16:25,89
20250129 16:30:00 Europe/Berlin,2025-01-29 16:30:00+01:00,False,6050.62,6052.5,DOWN,6110.0,5995.0,0.8477,0.8477,0.95,0.95,StrategyEnum.Hold,StrategyEnum.Hold,6053.82,6049.4,0,0,286,6053.78,6062.52,42.32,6.26,0.10342380686559188,6058.75972591054,6046.24027408946,-3.024816356557494,-2.3180814530543596,-0.7067349035031345,6076.41,6059.54,6042.67,33.7,StrategyEnum.Hold,60,66,,,,89,6053.82,6049.4,6053.82,6049.4,False,1,6057.27,6012.96,2025-01-29 16:30,90
20250129 16:35:00 Europe/Berlin,2025-01-29 16:35:00+01:00,False,6052.57,6052.45,DOWN,6110.0,5995.0,0.8498,0.8493999999999999,0.95,0.95,StrategyEnum.Hold,StrategyEnum.Hold,6053.94,6051.82,0,0,289,6053.28,6062.39,42.27,5.96,0.09853912386957728,6058.414031202644,6046.485968797356,-3.0673918568854788,-2.4679435338205833,-0.5994483230648955,6074.69,6058.56,6042.44,32.2,StrategyEnum.Hold,65,65,,,,90,6053.94,6051.82,6053.94,6051.82,False,1,6057.27,6012.96,2025-01-29 16:35,91
